eng_clean,urdu_clean
and it came to pass in those days that jesus came from nazareth of galilee and was baptized of john in jordan,اور ان دنوں ایسا ہوا کہ یسوع نے گلیل کے ناصرۃ سےآکر یوحنا سے بپتسمہ لیا .
and straightway coming up out of the water he saw the heavens opened and the spirit like a dove descending upon him,اورجب وہ پانی سے نکل کر اوپر آیا توفی الفور اس نے آسمان کو پھٹتے اور روح کو کبوتر کی مانند اپنے اوپر اترتے دیکھا .
and there came a voice from heaven saying thou art my beloved son in whom i am well pleased,اور آسمان سے آواز آئی کہ تو میرا پیارا بیٹا ہے . تجھ سے میں خوش ہوں .
and immediately the spirit driveth him into the wilderness,اور فی الفور روح نے اسے بیابان میں بھیج دیا .
and he was there in the wilderness forty days tempted of satan and was with the wild beasts and the angels ministered unto him,اور وہ بیابان میں چالیس دن تک شیطان سے آزمایا گیا اور جنگلی جانوروں کے ساتھ رھا کیا اور فرشتے اس کی خدمت کرتے رھے .
now after that john was put in prison jesus came into galilee preaching the gospel of the kingdom of god,پھر یوحنّا کے پکڑوائے جانے کے بعد یسوع نے گلیل میں آکر خدا کی منادی کی .
and saying the time is fulfilled and the kingdom of god is at hand repent ye and believe the gospel,اور کہا کہ وقت پورا ہوگیا ھے اور خدا کی بادشاھی نزدیک آگئی ہے . توبہ کرو اور خوشخبری پر ایمان لاو .
now as he walked by the sea of galilee he saw simon and andrew his brother casting a net into the sea for they were fishers,اور گلیل کی جھیل کے کنارے جاتے ہوئے اس نے شمعون اور شمعون کے بھائی اندریاس کو جھیل میں جال ڈالتے دیکھا کیونکہ وہ ماہی گیر تھے .
and jesus said unto them come ye after me and i will make you to become fishers of men,اور یسوع نے ان سے کہا میرے پیچھے چلے آو تو میّں تمکو آدم گیر بناؤں گا .
and straightway they forsook their nets and followed him,وہ فی الفور جال چھوڑکر اس کے پیچھے ہولئے .
and when he had gone a little further thence he saw james the son of zebedee and john his brother who also were in the ship mending their nets,اور تھوڑی دور بڑھ کر اس نے زبدی کے بیٹے یعقوب اور اس کے بھائی یوحنّا کو کشتی پر جالوں کی مّرمت کرتے دیکھا .
and straightway he called them and they left their father zebedee in the ship with the hired servants and went after him,اس نے فی الفور ان کو بلایا اور وہ اپنے باپ زبدی کو کشتی پر مزدوروں کے ساتھھ چھوڑکر اس کے پیچھے ہولئے .
and they went into capernaum and straightway on the sabbath day he entered into the synagogue and taught,پھر وہ کفرنحوم میں داخل ہوئے اور وہ فی الفور سبت کے دن عبادت خانہ میں جاکر تعلیم دینے لگا .
and they were astonished at his doctrine for he taught them as one that had authority and not as the scribes,اور لوگ اس کی تعلیم سے حیران ہوئے کیونکہ وہ ان کو فقیہوں کی طرح نہیں بلکہ صاحب اختیار کی طرح تعلیم دیتا تھا .
and there was in their synagogue a man with an unclean spirit and he cried out,اور فی الفور ان کے عبادت خانہ میں ایک شخص ملا جس میں ناپاک روح تھی . وہ یوں کہہ کر چلاّیا .
saying let us alone what have we to do with thee thou jesus of nazareth art thou come to destroy us i know thee who thou art the holy one of god,کہ اے یسوع ناصری ہمیں تجھھ سے کیا کام کیا تو ہم کو ہلاک کرنے آیا ہے میں تجھے جانتا ہوں کہ تو کون ہے . خدا کا قدّوس ہے .
and jesus rebuked him saying hold thy peace and come out of him,یسوع نے اسے جھڑک کر کہا چپ رہ اور اس میں سے نکل جا .
and when the unclean spirit had torn him and cried with a loud voice he came out of him,پس وہ ناپاک روح اسے مروڑ کر اور بڑی آواز سے چلاّکر اس میں سے نکل گئی .
and they were all amazed insomuch that they questioned among themselves saying what thing is this what new doctrine is this for with authority commandeth he even the unclean spirits and they do obey him,اور سب لوگ حیران ہوئے اور آپس میں یہ کہہ کر بحث کرنے لگے کہ یہ کیا ہے یہ تو نئی تعلیم ہے وہ ناپاک روحوں کو بھی اختیار کے ساتھھ حکم دیتا ہے اور وہ اس کا حکم مانتی ہیں .
and immediately his fame spread abroad throughout all the region round about galilee,اور فی الفور اس کی شہرت گلیل کی اس تمام نواحی میں ہر جگہ پھیل گئی .
and forthwith when they were come out of the synagogue they entered into the house of simon and andrew with james and john,اور وہ فی الفور عباتخانہ سے نکل کر یعقوب اور یوحنّا کے ساتھھ شمعّون اور اندریاس کے گھر آئے .
but simon s wife s mother lay sick of a fever and anon they tell him of her,شمعّون کی ساس تپ میں پڑی تھی اور انہوں نے فی الفور اس کی خبر اسے دی .
and he came and took her by the hand and lifted her up and immediately the fever left her and she ministered unto them,اس نے پاس جاکر اور اس کا ہاتھھ پکڑکر اسے اٹھایا اور تپ اس پر سے اتر گئی اور وہ ان کی خدمت کرنے لگی .
and at even when the sun did set they brought unto him all that were diseased and them that were possessed with devils,شام کو جب سورج ڈوب گیا تو لوگ سب بیماروں کو اور ان کو جن میں بدروحیں تھیں اس کے پاس لائے .
and all the city was gathered together at the door,اور سارا شہر دروازہ پر جمع ہوگیا .
and he healed many that were sick of divers diseases and cast out many devils and suffered not the devils to speak because they knew him,اور اس نے بہتوں کو جو طرح طرح کی بیماریوں میں گرفتار تھے اچّھا کیا اور بہت سی بدروحوں کو نکالا اور بدروحوں کو بولنے نہ دیا کیونکہ وہ اسے پہچانتی تھیں .
and in the morning rising up a great while before day he went out and departed into a solitary place and there prayed,اور صبح ہی دن نکلنے سے بہت پہلے وہ اٹھھ کر نکلا اورایک ویران جگہ میں گیا اور وہاں دعا کی .
and simon and they that were with him followed after him,اور شمعون اور اس کے ساتھی اس کے پیچھے گئے .
and when they had found him they said unto him all men seek for thee,اور جب وہ ملا تو اسں سے کہا کہ سب لوگ تجھے ڈھونڈ رہے ہیں .
and he said unto them let us go into the next towns that i may preach there also for therefore came i forth,اسں نے ان سے کہا آو ہم اور کہیں آس پاس کے شہروں میں چلیں تاکہ میں وہاں بھی منادی کروں کیونکہ میں اسی لیے نکلا ہوں .
and he preached in their synagogues throughout all galilee and cast out devils,اور وہ تمام گلیل میں ان کے عبادتخانوں میں جاجاکر منادی کرتا اور بدروحوں کو نکالتا رہا .
and there came a leper to him beseeching him and kneeling down to him and saying unto him if thou wilt thou canst make me clean,اورایک کوڑھی نے اس کے پاس آکر اس کی منّت کی اور اس کے سامنے گھٹنے ٹیک کراس سےکہا اگر تو چاہے تو مجھے پاک صاف کرسکتا ہے .
and jesus moved with compassion put forth his hand and touched him and saith unto him i will be thou clean,اس نے اس پر ترس کھاکر ہاتھھ بڑھایا اور اسے چھوکر اس سے کہا میں چاہتا ہوں . توپاک صاف ہوجا .
